Policy_SK,Policy_Type_Id,Policy_Type,Policy_Type_Desc,Policy_Id,Policy_Name,Customer_ID,Premium_Amt,Policy_Term,Policy_Start_Dt,Policy_End_Dt,Next_Premium_Dt,Actual_Premium_Paid_Dt,Total_Policy_Amt,Premium_Amt_Paid_TillDate,Region,Num_Installments
432,PT003,Term,Term life insurance policy,10432,Term Policy 10432,212,12500,Annual,2009-04-01,2014-03-31,2010-05-20,2010-04-20,800000,11091.83,EAST,1
433,PT003,Term,Term life insurance policy,10433,Term Policy 10433,213,10000,Annual,2017-12-22,2022-12-21,2018-07-23,2018-06-23,600000,4930.87,WEST,1
434,PT002,WholeLife,Whole life insurance policy,10434,WholeLife Policy 10434,213,25000,Quarterly,2007-05-09,2009-05-08,2008-03-17,2008-02-16,200000,8839.6,WEST,4
435,PT001,Auto,Auto insurance policy,10435,Auto Policy 10435,213,20000,Monthly,2019-04-30,2020-04-29,2020-02-22,2020-01-23,300000,12734.88,WEST,12
436,PT004,Health,Health insurance policy,10436,Health Policy 10436,214,12500,Annual,2012-06-08,2017-06-07,2013-02-27,2013-01-28,300000,4112.14,WEST,1
437,PT003,Term,Term life insurance policy,10437,Term Policy 10437,215,10000,Monthly,2005-03-23,2006-03-23,2006-03-02,2006-01-31,200000,2806.33,WEST,12
438,PT004,Health,Health insurance policy,10438,Health Policy 10438,216,15000,Annual,2009-05-12,2014-05-11,2010-01-11,2009-12-12,1000000,3461.0,NORTH,1
439,PT001,Auto,Auto insurance policy,10439,Auto Policy 10439,216,10000,Monthly,2009-06-20,2010-06-20,2009-12-09,2009-11-09,300000,8197.68,NORTH,12
440,PT002,WholeLife,Whole life insurance policy,10440,WholeLife Policy 10440,217,7500,Annual,2012-08-15,2017-08-14,2013-01-22,2012-12-23,300000,1612.83,WEST,1
441,PT003,Term,Term life insurance policy,10441,Term Policy 10441,217,25000,Monthly,2007-04-09,2008-04-08,2007-08-17,2007-07-18,800000,11631.15,WEST,12
442,PT001,Auto,Auto insurance policy,10442,Auto Policy 10442,217,10000,Monthly,2012-08-04,2013-08-04,2013-02-02,2013-01-03,500000,4587.48,WEST,12
443,PT002,WholeLife,Whole life insurance policy,10443,WholeLife Policy 10443,218,12500,Annual,2016-10-26,2021-10-25,2017-01-27,2016-12-28,800000,3536.82,EAST,1
444,PT002,WholeLife,Whole life insurance policy,10444,WholeLife Policy 10444,218,15000,Monthly,2009-04-03,2010-04-03,2010-05-23,2010-04-23,500000,6929.68,EAST,12
445,PT004,Health,Health insurance policy,10445,Health Policy 10445,219,5000,Monthly,2019-04-09,2020-04-08,2020-04-18,2020-03-19,1000000,3055.64,SOUTH,12
446,PT005,Home,Home insurance policy,10446,Home Policy 10446,219,10000,Monthly,2011-08-07,2012-08-06,2011-11-02,2011-10-03,300000,6406.21,SOUTH,12
447,PT003,Term,Term life insurance policy,10447,Term Policy 10447,219,15000,Annual,2007-11-02,2012-10-31,2008-04-17,2008-03-18,500000,10636.63,SOUTH,1
448,PT005,Home,Home insurance policy,10448,Home Policy 10448,220,15000,Monthly,2006-06-16,2007-06-16,2007-09-03,2007-08-04,500000,12265.43,SOUTH,12
449,PT005,Home,Home insurance policy,10449,Home Policy 10449,220,15000,Quarterly,2013-05-24,2015-05-24,2013-10-22,2013-09-22,500000,6379.14,SOUTH,4
450,PT005,Home,Home insurance policy,10450,Home Policy 10450,221,20000,Quarterly,2020-07-30,2022-07-30,2021-05-28,2021-04-28,500000,7756.7,SOUTH,4
451,PT004,Health,Health insurance policy,10451,Health Policy 10451,221,20000,Annual,2019-04-25,2024-04-23,2019-10-08,2019-09-08,200000,7073.37,SOUTH,1
452,PT004,Health,Health insurance policy,10452,Health Policy 10452,222,7500,Quarterly,2010-04-05,2012-04-04,2011-01-07,2010-12-08,400000,6165.72,SOUTH,4
453,PT002,WholeLife,Whole life insurance policy,10453,WholeLife Policy 10453,223,15000,Quarterly,2013-05-23,2015-05-23,2013-09-28,2013-08-29,200000,10892.04,EAST,4
454,PT003,Term,Term life insurance policy,10454,Term Policy 10454,223,10000,Annual,2014-12-21,2019-12-20,2015-12-14,2015-11-14,300000,2288.0,EAST,1
455,PT005,Home,Home insurance policy,10455,Home Policy 10455,223,12500,Quarterly,2018-12-07,2020-12-06,2019-10-02,2019-09-02,500000,6284.42,EAST,4
456,PT004,Health,Health insurance policy,10456,Health Policy 10456,224,12500,Quarterly,2012-02-11,2014-02-10,2012-07-11,2012-06-11,200000,6364.77,SOUTH,4
457,PT003,Term,Term life insurance policy,10457,Term Policy 10457,224,10000,Monthly,2019-06-23,2020-06-22,2020-01-19,2019-12-20,200000,7898.22,SOUTH,12
458,PT005,Home,Home insurance policy,10458,Home Policy 10458,225,25000,Monthly,2019-06-09,2020-06-08,2019-12-02,2019-11-02,400000,6722.16,SOUTH,12
459,PT001,Auto,Auto insurance policy,10459,Auto Policy 10459,225,15000,Monthly,2013-01-30,2014-01-30,2013-09-17,2013-08-18,300000,5064.79,SOUTH,12
460,PT003,Term,Term life insurance policy,10460,Term Policy 10460,225,20000,Quarterly,2010-08-11,2012-08-10,2011-11-07,2011-10-08,1000000,13569.55,SOUTH,4
461,PT002,WholeLife,Whole life insurance policy,10461,WholeLife Policy 10461,226,7500,Annual,2020-10-29,2025-10-28,2022-01-17,2021-12-18,1000000,5259.97,WEST,1
462,PT005,Home,Home insurance policy,10462,Home Policy 10462,226,25000,Monthly,2010-11-10,2011-11-10,2011-06-02,2011-05-03,400000,19390.4,WEST,12
463,PT004,Health,Health insurance policy,10463,Health Policy 10463,227,5000,Annual,2018-01-03,2023-01-02,2019-02-01,2019-01-02,500000,2794.26,NORTH,1
464,PT002,WholeLife,Whole life insurance policy,10464,WholeLife Policy 10464,227,7500,Monthly,2013-12-01,2014-12-01,2015-02-17,2015-01-18,800000,2601.84,NORTH,12
465,PT005,Home,Home insurance policy,10465,Home Policy 10465,228,25000,Annual,2018-03-02,2023-03-01,2019-05-05,2019-04-05,500000,19251.96,SOUTH,1
466,PT001,Auto,Auto insurance policy,10466,Auto Policy 10466,229,12500,Monthly,2012-01-09,2013-01-08,2013-03-01,2013-01-30,1000000,6154.77,EAST,12
467,PT004,Health,Health insurance policy,10467,Health Policy 10467,229,5000,Annual,2015-02-04,2020-02-03,2015-06-15,2015-05-16,400000,3021.28,EAST,1
468,PT003,Term,Term life insurance policy,10468,Term Policy 10468,230,25000,Quarterly,2005-03-21,2007-03-21,2006-07-21,2006-06-21,800000,11206.59,SOUTH,4
469,PT004,Health,Health insurance policy,10469,Health Policy 10469,231,25000,Annual,2014-07-20,2019-07-19,2015-10-13,2015-09-13,500000,18626.26,EAST,1
470,PT003,Term,Term life insurance policy,10470,Term Policy 10470,232,5000,Annual,2012-04-25,2017-04-24,2013-07-31,2013-07-01,600000,1112.73,NORTH,1
471,PT002,WholeLife,Whole life insurance policy,10471,WholeLife Policy 10471,232,15000,Quarterly,2008-06-13,2010-06-13,2009-09-25,2009-08-26,800000,9331.53,NORTH,4
472,PT005,Home,Home insurance policy,10472,Home Policy 10472,232,12500,Quarterly,2017-11-15,2019-11-15,2018-08-02,2018-07-03,300000,3057.46,NORTH,4
473,PT002,WholeLife,Whole life insurance policy,10473,WholeLife Policy 10473,233,10000,Monthly,2015-08-26,2016-08-25,2016-06-12,2016-05-13,600000,6473.02,SOUTH,12
474,PT003,Term,Term life insurance policy,10474,Term Policy 10474,233,5000,Monthly,2007-02-03,2008-02-03,2008-01-12,2007-12-13,800000,1621.73,SOUTH,12
475,PT005,Home,Home insurance policy,10475,Home Policy 10475,234,7500,Monthly,2015-12-17,2016-12-16,2016-03-21,2016-02-20,300000,6284.56,SOUTH,12
476,PT004,Health,Health insurance policy,10476,Health Policy 10476,234,7500,Monthly,2011-05-15,2012-05-14,2012-06-15,2012-05-16,400000,4253.08,SOUTH,12
477,PT004,Health,Health insurance policy,10477,Health Policy 10477,234,15000,Quarterly,2006-04-16,2008-04-15,2006-09-10,2006-08-11,200000,6431.11,SOUTH,4
478,PT004,Health,Health insurance policy,10478,Health Policy 10478,235,7500,Monthly,2008-07-10,2009-07-10,2009-04-10,2009-03-11,600000,4010.82,SOUTH,12
479,PT001,Auto,Auto insurance policy,10479,Auto Policy 10479,235,7500,Monthly,2013-09-22,2014-09-22,2014-03-06,2014-02-04,1000000,3126.23,SOUTH,12
480,PT004,Health,Health insurance policy,10480,Health Policy 10480,236,15000,Annual,2008-07-24,2013-07-23,2009-07-19,2009-06-19,400000,5131.21,WEST,1
481,PT004,Health,Health insurance policy,10481,Health Policy 10481,236,5000,Monthly,2011-03-07,2012-03-06,2011-12-20,2011-11-20,300000,1223.9,WEST,12
482,PT004,Health,Health insurance policy,10482,Health Policy 10482,236,15000,Monthly,2018-07-26,2019-07-26,2020-01-03,2019-12-04,400000,8976.91,WEST,12
483,PT004,Health,Health insurance policy,10483,Health Policy 10483,237,5000,Annual,2015-05-19,2020-05-17,2015-09-02,2015-08-03,800000,2007.69,SOUTH,1
484,PT004,Health,Health insurance policy,10484,Health Policy 10484,237,25000,Annual,2012-10-11,2017-10-10,2014-01-19,2013-12-20,800000,10205.35,SOUTH,1
485,PT002,WholeLife,Whole life insurance policy,10485,WholeLife Policy 10485,238,7500,Monthly,2014-04-24,2015-04-24,2015-07-03,2015-06-03,600000,3768.4,NORTH,12
486,PT004,Health,Health insurance policy,10486,Health Policy 10486,238,20000,Monthly,2019-10-14,2020-10-13,2020-01-30,2019-12-31,600000,9509.72,NORTH,12
487,PT001,Auto,Auto insurance policy,10487,Auto Policy 10487,238,10000,Monthly,2010-05-18,2011-05-18,2011-04-18,2011-03-19,800000,4043.23,NORTH,12
488,PT002,WholeLife,Whole life insurance policy,10488,WholeLife Policy 10488,239,25000,Quarterly,2016-01-26,2018-01-25,2016-05-27,2016-04-27,600000,22418.04,NORTH,4
489,PT001,Auto,Auto insurance policy,10489,Auto Policy 10489,240,12500,Quarterly,2016-04-25,2018-04-25,2016-09-16,2016-08-17,500000,4711.71,WEST,4
490,PT001,Auto,Auto insurance policy,10490,Auto Policy 10490,241,5000,Monthly,2015-05-15,2016-05-14,2016-07-03,2016-06-03,800000,3364.68,NORTH,12
491,PT004,Health,Health insurance policy,10491,Health Policy 10491,241,20000,Quarterly,2013-07-20,2015-07-20,2014-11-30,2014-10-31,500000,6721.65,NORTH,4
492,PT001,Auto,Auto insurance policy,10492,Auto Policy 10492,241,5000,Quarterly,2005-03-29,2007-03-29,2006-09-09,2006-08-10,800000,1477.68,NORTH,4
493,PT004,Health,Health insurance policy,10493,Health Policy 10493,242,5000,Quarterly,2015-11-16,2017-11-15,2016-10-21,2016-09-21,200000,3299.58,EAST,4
494,PT004,Health,Health insurance policy,10494,Health Policy 10494,242,25000,Quarterly,2008-02-23,2010-02-22,2009-06-27,2009-05-28,400000,7823.91,EAST,4
495,PT001,Auto,Auto insurance policy,10495,Auto Policy 10495,242,7500,Monthly,2018-08-13,2019-08-13,2018-12-14,2018-11-14,400000,4306.93,EAST,12
496,PT002,WholeLife,Whole life insurance policy,10496,WholeLife Policy 10496,243,25000,Annual,2006-09-28,2011-09-27,2007-11-08,2007-10-09,200000,9781.91,WEST,1
497,PT004,Health,Health insurance policy,10497,Health Policy 10497,243,7500,Monthly,2013-01-12,2014-01-12,2013-03-30,2013-02-28,800000,6186.61,WEST,12
498,PT002,WholeLife,Whole life insurance policy,10498,WholeLife Policy 10498,244,5000,Annual,2014-12-01,2019-11-30,2015-12-21,2015-11-21,1000000,3840.29,WEST,1
499,PT001,Auto,Auto insurance policy,10499,Auto Policy 10499,244,10000,Annual,2013-10-05,2018-10-04,2013-12-30,2013-11-30,500000,6187.44,WEST,1
500,PT001,Auto,Auto insurance policy,10500,Auto Policy 10500,244,7500,Monthly,2013-06-19,2014-06-19,2014-11-26,2014-10-27,400000,2752.34,WEST,12
501,PT001,Auto,Auto insurance policy,10501,Auto Policy 10501,245,5000,Monthly,2014-06-17,2015-06-17,2015-10-10,2015-09-10,400000,1672.53,SOUTH,12
502,PT001,Auto,Auto insurance policy,10502,Auto Policy 10502,246,25000,Monthly,2009-12-12,2010-12-12,2011-04-11,2011-03-12,1000000,16621.9,SOUTH,12
503,PT002,WholeLife,Whole life insurance policy,10503,WholeLife Policy 10503,246,15000,Quarterly,2005-12-27,2007-12-27,2007-04-18,2007-03-19,200000,6434.99,SOUTH,4
504,PT005,Home,Home insurance policy,10504,Home Policy 10504,246,15000,Monthly,2019-01-22,2020-01-22,2019-12-25,2019-11-25,300000,7148.17,SOUTH,12
505,PT001,Auto,Auto insurance policy,10505,Auto Policy 10505,247,5000,Monthly,2010-03-19,2011-03-19,2010-10-30,2010-09-30,400000,1607.68,EAST,12
506,PT004,Health,Health insurance policy,10506,Health Policy 10506,247,5000,Quarterly,2019-09-02,2021-09-01,2020-02-17,2020-01-18,500000,2605.72,EAST,4
507,PT003,Term,Term life insurance policy,10507,Term Policy 10507,248,10000,Annual,2019-07-31,2024-07-29,2019-11-02,2019-10-03,200000,8198.22,EAST,1
508,PT003,Term,Term life insurance policy,10508,Term Policy 10508,249,5000,Quarterly,2018-06-07,2020-06-06,2019-05-07,2019-04-07,800000,3769.41,WEST,4
509,PT005,Home,Home insurance policy,10509,Home Policy 10509,249,5000,Quarterly,2008-11-05,2010-11-05,2009-06-19,2009-05-20,600000,4434.96,WEST,4
510,PT004,Health,Health insurance policy,10510,Health Policy 10510,250,7500,Annual,2020-03-16,2025-03-15,2020-08-12,2020-07-13,400000,4835.61,SOUTH,1
511,PT003,Term,Term life insurance policy,10511,Term Policy 10511,250,5000,Quarterly,2019-12-12,2021-12-11,2020-02-19,2020-01-20,400000,3129.87,SOUTH,4
512,PT005,Home,Home insurance policy,10512,Home Policy 10512,250,15000,Quarterly,2015-01-26,2017-01-25,2016-04-09,2016-03-10,800000,5440.47,SOUTH,4
513,PT001,Auto,Auto insurance policy,10513,Auto Policy 10513,251,15000,Monthly,2010-03-21,2011-03-21,2011-08-22,2011-07-23,1000000,4302.59,WEST,12
514,PT002,WholeLife,Whole life insurance policy,10514,WholeLife Policy 10514,251,15000,Monthly,2014-08-12,2015-08-12,2014-11-10,2014-10-11,200000,4444.33,WEST,12
515,PT004,Health,Health insurance policy,10515,Health Policy 10515,251,7500,Monthly,2011-08-27,2012-08-26,2012-02-07,2012-01-08,500000,4870.7,WEST,12
516,PT005,Home,Home insurance policy,10516,Home Policy 10516,252,10000,Annual,2014-12-15,2019-12-14,2015-07-05,2015-06-05,300000,4222.77,EAST,1
517,PT005,Home,Home insurance policy,10517,Home Policy 10517,253,25000,Annual,2014-04-22,2019-04-21,2015-07-10,2015-06-10,400000,5414.63,WEST,1
518,PT003,Term,Term life insurance policy,10518,Term Policy 10518,254,7500,Monthly,2012-09-08,2013-09-08,2012-12-04,2012-11-04,600000,6259.82,WEST,12
519,PT002,WholeLife,Whole life insurance policy,10519,WholeLife Policy 10519,254,20000,Annual,2020-06-01,2025-05-31,2021-06-07,2021-05-08,300000,16217.88,WEST,1
520,PT005,Home,Home insurance policy,10520,Home Policy 10520,254,12500,Monthly,2012-03-19,2013-03-19,2012-05-21,2012-04-21,800000,3065.4,WEST,12
521,PT001,Auto,Auto insurance policy,10521,Auto Policy 10521,255,20000,Monthly,2009-04-26,2010-04-26,2009-10-07,2009-09-07,300000,5757.85,EAST,12
522,PT002,WholeLife,Whole life insurance policy,10522,WholeLife Policy 10522,255,25000,Annual,2018-04-17,2023-04-16,2018-09-28,2018-08-29,1000000,9135.43,EAST,1
523,PT004,Health,Health insurance policy,10523,Health Policy 10523,256,7500,Quarterly,2015-06-24,2017-06-23,2015-12-02,2015-11-02,800000,2785.86,SOUTH,4
524,PT005,Home,Home insurance policy,10524,Home Policy 10524,257,10000,Quarterly,2010-08-02,2012-08-01,2011-05-18,2011-04-18,600000,8774.08,WEST,4
525,PT003,Term,Term life insurance policy,10525,Term Policy 10525,258,10000,Monthly,2015-10-17,2016-10-16,2016-06-26,2016-05-27,500000,3174.36,EAST,12
526,PT004,Health,Health insurance policy,10526,Health Policy 10526,259,20000,Annual,2016-05-02,2021-05-01,2017-07-25,2017-06-25,500000,6182.3,SOUTH,1
527,PT004,Health,Health insurance policy,10527,Health Policy 10527,259,12500,Quarterly,2005-06-12,2007-06-12,2005-09-22,2005-08-23,1000000,9140.01,SOUTH,4
528,PT005,Home,Home insurance policy,10528,Home Policy 10528,260,15000,Monthly,2017-01-18,2018-01-18,2017-06-16,2017-05-17,800000,5701.56,WEST,12
529,PT004,Health,Health insurance policy,10529,Health Policy 10529,260,10000,Quarterly,2011-11-11,2013-11-10,2012-10-23,2012-09-23,500000,6242.18,WEST,4
530,PT003,Term,Term life insurance policy,10530,Term Policy 10530,261,12500,Annual,2008-01-25,2013-01-23,2008-06-12,2008-05-13,300000,10516.15,EAST,1
531,PT001,Auto,Auto insurance policy,10531,Auto Policy 10531,262,20000,Annual,2016-03-25,2021-03-24,2017-01-30,2016-12-31,400000,9663.77,NORTH,1
532,PT004,Health,Health insurance policy,10532,Health Policy 10532,263,12500,Quarterly,2013-05-15,2015-05-15,2014-06-07,2014-05-08,400000,11140.82,SOUTH,4
533,PT001,Auto,Auto insurance policy,10533,Auto Policy 10533,263,5000,Monthly,2014-03-03,2015-03-03,2015-02-15,2015-01-16,500000,1568.27,SOUTH,12
534,PT003,Term,Term life insurance policy,10534,Term Policy 10534,264,20000,Annual,2012-10-26,2017-10-25,2013-11-15,2013-10-16,500000,13638.85,EAST,1
535,PT001,Auto,Auto insurance policy,10535,Auto Policy 10535,264,12500,Quarterly,2019-08-08,2021-08-07,2020-02-10,2020-01-11,800000,4620.59,EAST,4
536,PT003,Term,Term life insurance policy,10536,Term Policy 10536,265,20000,Annual,2019-02-25,2024-02-24,2020-04-17,2020-03-18,200000,13319.46,WEST,1
537,PT003,Term,Term life insurance policy,10537,Term Policy 10537,266,20000,Quarterly,2018-07-31,2020-07-30,2019-02-06,2019-01-07,300000,7463.81,SOUTH,4
538,PT002,WholeLife,Whole life insurance policy,10538,WholeLife Policy 10538,267,25000,Monthly,2005-04-12,2006-04-12,2006-05-06,2006-04-06,200000,17453.17,EAST,12
539,PT004,Health,Health insurance policy,10539,Health Policy 10539,267,15000,Annual,2013-12-02,2018-12-01,2014-10-23,2014-09-23,200000,12554.47,EAST,1
540,PT004,Health,Health insurance policy,10540,Health Policy 10540,267,10000,Quarterly,2008-09-20,2010-09-20,2009-04-22,2009-03-23,800000,5504.53,EAST,4
541,PT004,Health,Health insurance policy,10541,Health Policy 10541,268,20000,Quarterly,2018-02-23,2020-02-23,2019-05-14,2019-04-14,500000,16269.61,EAST,4
542,PT001,Auto,Auto insurance policy,10542,Auto Policy 10542,268,15000,Annual,2007-06-15,2012-06-13,2008-09-25,2008-08-26,1000000,6616.12,EAST,1
543,PT002,WholeLife,Whole life insurance policy,10543,WholeLife Policy 10543,268,7500,Annual,2011-01-13,2016-01-12,2011-10-03,2011-09-03,800000,5169.8,EAST,1
544,PT002,WholeLife,Whole life insurance policy,10544,WholeLife Policy 10544,269,5000,Monthly,2016-01-12,2017-01-11,2017-04-12,2017-03-13,200000,3437.11,WEST,12
545,PT004,Health,Health insurance policy,10545,Health Policy 10545,270,20000,Quarterly,2019-09-06,2021-09-05,2020-01-31,2020-01-01,500000,6469.62,NORTH,4
546,PT002,WholeLife,Whole life insurance policy,10546,WholeLife Policy 10546,270,7500,Monthly,2020-10-16,2021-10-16,2021-03-18,2021-02-16,500000,4138.72,NORTH,12
547,PT001,Auto,Auto insurance policy,10547,Auto Policy 10547,270,25000,Annual,2015-02-09,2020-02-08,2015-07-14,2015-06-14,300000,8516.46,NORTH,1
548,PT002,WholeLife,Whole life insurance policy,10548,WholeLife Policy 10548,271,25000,Quarterly,2009-04-21,2011-04-21,2010-01-31,2010-01-01,500000,15969.65,EAST,4
549,PT005,Home,Home insurance policy,10549,Home Policy 10549,271,7500,Annual,2007-06-14,2012-06-12,2008-01-10,2007-12-11,200000,1949.96,EAST,1
550,PT001,Auto,Auto insurance policy,10550,Auto Policy 10550,271,10000,Monthly,2011-03-18,2012-03-17,2012-03-11,2012-02-10,200000,3643.46,EAST,12
551,PT001,Auto,Auto insurance policy,10551,Auto Policy 10551,272,10000,Monthly,2005-03-19,2006-03-19,2005-05-21,2005-04-21,1000000,6657.26,SOUTH,12
552,PT001,Auto,Auto insurance policy,10552,Auto Policy 10552,272,15000,Monthly,2007-03-05,2008-03-04,2007-05-07,2007-04-07,1000000,6944.49,SOUTH,12
553,PT003,Term,Term life insurance policy,10553,Term Policy 10553,273,25000,Quarterly,2015-11-25,2017-11-24,2016-11-28,2016-10-29,400000,12515.44,WEST,4
554,PT003,Term,Term life insurance policy,10554,Term Policy 10554,273,10000,Quarterly,2020-04-17,2022-04-17,2020-10-16,2020-09-16,1000000,8586.94,WEST,4
555,PT004,Health,Health insurance policy,10555,Health Policy 10555,273,5000,Annual,2013-06-28,2018-06-27,2014-11-17,2014-10-18,400000,2155.89,WEST,1
556,PT001,Auto,Auto insurance policy,10556,Auto Policy 10556,274,12500,Annual,2015-04-02,2020-03-31,2016-08-01,2016-07-02,800000,10269.74,SOUTH,1
557,PT001,Auto,Auto insurance policy,10557,Auto Policy 10557,275,25000,Monthly,2018-07-02,2019-07-02,2019-01-21,2018-12-22,600000,21643.58,NORTH,12
558,PT003,Term,Term life insurance policy,10558,Term Policy 10558,276,20000,Annual,2015-02-20,2020-02-19,2016-07-09,2016-06-09,800000,10652.79,EAST,1
559,PT002,WholeLife,Whole life insurance policy,10559,WholeLife Policy 10559,277,25000,Annual,2005-01-26,2010-01-25,2005-04-04,2005-03-05,400000,16091.1,SOUTH,1
560,PT001,Auto,Auto insurance policy,10560,Auto Policy 10560,277,12500,Annual,2012-04-20,2017-04-19,2013-04-25,2013-03-26,300000,6739.69,SOUTH,1
561,PT005,Home,Home insurance policy,10561,Home Policy 10561,278,12500,Quarterly,2006-10-29,2008-10-28,2007-11-30,2007-10-31,500000,9999.63,SOUTH,4
562,PT001,Auto,Auto insurance policy,10562,Auto Policy 10562,278,15000,Quarterly,2013-08-19,2015-08-19,2014-10-17,2014-09-17,300000,4503.2,SOUTH,4
563,PT005,Home,Home insurance policy,10563,Home Policy 10563,278,15000,Annual,2017-10-29,2022-10-28,2018-03-03,2018-02-01,200000,8228.21,SOUTH,1
564,PT003,Term,Term life insurance policy,10564,Term Policy 10564,279,25000,Annual,2020-02-05,2025-02-03,2020-06-30,2020-05-31,500000,20687.15,SOUTH,1
565,PT004,Health,Health insurance policy,10565,Health Policy 10565,280,7500,Annual,2019-11-12,2024-11-10,2020-04-28,2020-03-29,300000,2394.77,SOUTH,1
